_id,title,grade,overview,original_language,API_IMG,release_date,userIsAdmin,user_id,__v
652ae4456654e5d50fc307ed,The Equalizer 3,9,"robert mccall finds himself at home in southern italy but he discovers his friends are under the control of local crime bosses. as events turn deadly, mccall knows what he has to do: become his friends' protector by taking on the mafia.",en,https://image.tmdb.org/t/p/w500//b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30T00:00:00.000Z,true,64c01b811e07c84457bd1471,0
652ae46e6654e5d50fc307fb,Nowhere,7,"a young pregnant woman named mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. after a violent storm, mia gives birth to the child while lost at sea, where she must fight to survive.",es,https://image.tmdb.org/t/p/w500//uldNFFKNXNvwss0MIZErMSFkBJZ.jpg,2023-09-29T00:00:00.000Z,true,64c01b811e07c84457bd1471,0
652ae47d6654e5d50fc30806,Retribution,10,"when a mysterious caller puts a bomb under his car seat, matt turner begins a high-speed chase across the city to complete a specific series of tasks. with his kids trapped in the back seat and a bomb that will explode if they get out of the car, a normal commute becomes a twisted game of life or death as matt follows the stranger's increasingly dangerous instructions in a race against time to save his family.",en,https://image.tmdb.org/t/p/w500//oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg,2023-08-23T00:00:00.000Z,true,64c01b811e07c84457bd1471,0
6536c45a9b7ef52505eb9006,Mortal Kombat Legends: Cage Match,10,"in 1980s hollywood, action star johnny cage is looking to become an a-list actor. but when his costar, jennifer, goes missing from set, johnny finds himself thrust into a world filled with shadows, danger, and deceit. as he embarks on a bloody journey, johnny quickly discovers the city of angels has more than a few devils in its midst.",en,https://image.tmdb.org/t/p/w500//1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg,2023-10-17T00:00:00.000Z,false,6534000dc2ed0d2ddb798fd2,0
6536c4d692b9f1a6b5379fe5,Race to the Summit,8,fearless alpine climbers ueli steck and dani arnold enter into a death-defying rivalry to set speed records on the swiss alps' great north faces.,de,https://image.tmdb.org/t/p/w500//tI9ybrWLiVLljLsNoqEjQF36oG4.jpg,2023-10-04T00:00:00.000Z,false,6534000dc2ed0d2ddb798fd2,0
6536c59d92b9f1a6b537a006,The Equalizer 3,9,"robert mccall finds himself at home in southern italy but he discovers his friends are under the control of local crime bosses. as events turn deadly, mccall knows what he has to do: become his friends' protector by taking on the mafia.",en,https://image.tmdb.org/t/p/w500//b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30T00:00:00.000Z,false,6534000dc2ed0d2ddb798fd2,0
6544e69508b259a1cc116cc4,Muzzle,9,"lapd k-9 officer jake rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. as he investigates the shooter’s identity, he uncovers a vast conspiracy that has a chokehold on the city in this thrilling journey through the tangled streets of los angeles and the corrupt bureaucracy of the lapd.",en,https://image.tmdb.org/t/p/w500//qXChf7MFL36BgoLkiB3BzXiwW82.jpg,2023-09-29T00:00:00.000Z,false,6544e66908b259a1cc116caf,0
65477be065c106ed2af66902,Five Nights at Freddy's,8,"recently fired and desperate for work, a troubled young man named mike agrees to take a position as a night security guard at an abandoned theme restaurant: freddy fazbear's pizzeria. but he soon discovers that nothing at freddy's is what it seems.",en,https://image.tmdb.org/t/p/w500//A4j8S6moJS2zNtRR8oWF08gRnL5.jpg,2023-10-25T00:00:00.000Z,false,6537d6fac6bcdac9c1e5414b,0
6547899a0e227b3ba91ee500,Mission: Impossible - Dead Reckoning Part One,7,"ethan hunt and his imf team embark on their most dangerous mission yet: to track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. with control of the future and the world's fate at stake and dark forces from ethan's past closing in, a deadly race around the globe begins. confronted by a mysterious, all-powerful enemy, ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",en,https://image.tmdb.org/t/p/w500//NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08T00:00:00.000Z,false,653fffd3ed388c39c3b55ea7,0
